TrialNumber,FrameNumber,MousePositionX,MousePositionY,TrackingAccuracy
8,6734,1405,534,11.56553
8,6735,1406,534,11.15966
8,6736,1407,534,10.76777
8,6737,1408,534,10.39089
8,6738,1409,534,10.03102
8,6739,1410,534,9.690267
8,6740,1411,534,9.370237
8,6741,1412,534,9.073571
8,6742,1413,534,8.802222
8,6743,1414,534,8.558821
8,6744,1415,534,8.345942
8,6745,1416,534,8.165683
8,6746,1417,534,8.020404
8,6747,1418,534,7.912091
8,6748,1420,534,7.99449
8,6749,1422,534,8.100195
8,6750,1424,534,8.228137
8,6751,1426,534,8.377371
8,6752,1428,534,8.54693
8,6753,1429,534,8.335574
8,6754,1429,534,7.926643
8,6755,1430,534,7.850586
8,6756,1431,534,7.813809
8,6757,1432,534,7.816916
8,6758,1432,534,8.033731
8,6759,1434,534,7.942011
8,6760,1435,534,8.062076
8,6761,1436,534,8.218548
8,6762,1438,534,8.092125
8,6763,1441,534,7.839442
8,6764,1443,534,7.813776
8,6765,1445,534,7.812984
8,6766,1446,534,7.818197
8,6767,1447,534,7.86323
8,6768,1447,534,8.191468
8,6769,1449,534,8.069483
8,6770,1451,534,7.970007
8,6771,1453,534,7.893931
8,6772,1455,534,7.842044
8,6773,1457,534,7.814707
8,6774,1459,534,7.812258
8,6775,1461,534,7.834665
8,6776,1462,534,7.810477
8,6777,1464,534,7.826277
8,6778,1465,534,7.810465
8,6779,1467,534,7.819638
8,6780,1468,534,7.81223
8,6781,1469,534,7.844711
8,6782,1470,534,7.91663
8,6783,1471,534,8.02692
8,6784,1472,534,8.173921
8,6785,1474,534,8.054861
8,6786,1476,534,7.958424
8,6787,1478,534,7.885602
8,6788,1479,534,7.981912
8,6789,1480,534,8.115563
8,6790,1481,534,8.284921
8,6791,1481,534,8.926831
8,6792,1482,534,9.210317
8,6793,1482,534,10.12328
8,6794,1483,534,10.4876
8,6795,1484,534,10.86853
8,6796,1484,534,12.00504
8,6797,1484,534,13.22771
8,6798,1485,534,13.68271
8,6799,1487,534,13.32296
8,6800,1489,534,12.96804
8,6801,1491,534,12.61866
8,6802,1493,534,12.275
8,6803,1494,534,12.71129
8,6804,1494,534,13.97403
8,6805,1495,534,14.44061
8,6806,1497,534,14.07176
8,6807,1499,534,13.70698
8,6808,1502,534,12.54936
8,6809,1504,534,12.20733
8,6810,1507,534,11.13771
8,6811,1509,534,10.8277
8,6812,1511,534,10.52712
8,6813,1512,534,10.90944
8,6814,1513,534,11.30679
8,6815,1515,534,10.99218
8,6816,1517,534,10.6861
8,6817,1519,534,10.39009
8,6818,1522,534,9.501458
8,6819,1524,534,9.257397
8,6820,1526,534,9.028295
8,6821,1529,534,8.398336
8,6822,1533,534,7.83695
8,6823,1537,534,8.013792
8,6824,1540,534,8.454125
8,6825,1542,534,8.632568
8,6826,1543,534,8.409829
8,6827,1543,534,7.964437
8,6828,1543,534,7.81025
8,6829,1543,534,7.964127
8,6830,1544,534,8.092061
8,6831,1545,534,8.255935
8,6832,1545,534,8.88431
8,6833,1545,534,9.72441
8,6834,1546,534,10.06728
8,6835,1548,534,9.794899
8,6836,1551,534,8.998924
8,6837,1553,533,9.498964
8,6838,1556,533,8.983055
8,6839,1558,533,8.866081
8,6840,1561,533,8.631183
8,6841,1563,533,8.606377
8,6842,1565,533,8.604154
8,6843,1567,533,8.624516
8,6844,1569,533,8.667319
8,6845,1569,533,8.616795
8,6846,1569,533,8.845129
8,6847,1569,533,9.331694
8,6848,1570,533,9.562224
8,6849,1570,533,10.33863
8,6850,1571,533,10.65854
8,6851,1572,533,10.99783
8,6852,1574,533,10.72866
8,6853,1576,533,10.4708
8,6854,1579,533,9.721574
8,6855,1581,533,9.523962
8,6856,1584,533,9.000144
8,6857,1586,533,8.880479
8,6858,1589,533,8.636167
8,6859,1590,533,8.703429
8,6860,1593,533,8.603139
8,6861,1595,533,8.620514
8,6862,1597,533,8.660338
8,6863,1600,533,8.942262
8,6864,1604,533,9.891685
8,6865,1607,533,10.67688
8,6866,1611,533,12.28154
8,6867,1616,533,14.93327
8,6868,1621,533,17.85639
8,6869,1624,533,19.13211
8,6870,1625,533,18.63453
8,6871,1625,533,17.26684
8,6872,1625,533,15.93417
8,6873,1625,533,14.64612
8,6874,1626,533,14.19772
8,6875,1626,533,12.99197
8,6876,1626,533,11.86867
8,6877,1627,533,11.49087
8,6878,1627,534,9.885262
8,6879,1627,534,9.014366
8,6880,1627,534,8.345942
8,6881,1629,534,8.511467
8,6882,1630,534,8.305275
8,6883,1631,534,8.132155
8,6884,1633,534,8.265917
8,6885,1634,534,8.100227
8,6886,1636,534,8.228137
8,6887,1637,534,8.069852
8,6888,1640,534,8.54698
8,6889,1643,534,9.226658
8,6890,1645,534,9.46911
8,6891,1645,534,8.6834
8,6892,1645,535,7.41613
8,6893,1646,535,7.267294
8,6894,1647,535,7.158969
8,6895,1648,535,7.093194
8,6896,1651,535,7.348702
8,6897,1653,535,7.480832
8,6898,1656,535,8.067219
8,6899,1658,535,8.288542
8,6900,1660,535,8.526949
8,6901,1661,535,8.227822
8,6902,1662,535,7.956547
8,6903,1663,535,7.716434
8,6904,1665,535,7.903343
8,6905,1667,535,8.109953
8,6906,1669,535,8.334992
8,6907,1670,535,8.053041
8,6908,1672,535,8.273294
8,6909,1673,535,7.997452
8,6910,1675,535,8.212757
8,6911,1676,535,7.943158
8,6912,1678,535,8.153594
8,6913,1679,535,7.890192
8,6914,1681,535,8.095647
8,6915,1681,535,7.461873
8,6916,1683,535,7.614347
8,6917,1685,534,8.46543
8,6918,1688,534,9.11881
8,6919,1690,534,9.354284
8,6920,1691,534,9.058633
8,6921,1692,534,8.78875
8,6922,1695,534,9.536139
8,6923,1697,533,10.43826
8,6924,1699,533,10.69455
8,6925,1701,534,10.35242
8,6926,1702,534,9.994359
8,6927,1703,534,9.65577
8,6928,1703,534,8.829626
